status,time,card_type,city,amount,id
success,2025-09-04 02:20:00,Visa,Karaj,3098072,67
failed,2025-09-03 04:15:00,MastCard,Isfahan,3851077,17
success,2025-09-17 21:10:00,Discover,Mashhad,4980397,8
fail,2025-09-17 04:40:00,Visa,Tabriz,948041,60
failed,2025-09-12 09:45:00,MasterCard,Mashhad,3610084,40
success,2025-09-28 12:12:00,Amex,Shiraz,3690362,81
failed,2025-09-30 05:56:00,Visa,karaj,3455584,90
fail,2025-09-29 16:40:00,Discover,Mashhad,256288,62
fail,2025-09-14 04:40:00,Vsa,Tabriz,2918332,41
Success,2025-09-21 00:00:00,MasterCard,Mashhad,4128360,12
fail,2025-09-06 20:33:00,Visa,Karaj,1470080,94
Success,2025-09-03 17:17:00,Discover,Isfahan,4694690,90
Success,2025-09-28 04:15:00,Amex,Isfahan,4704838,54
failed,2025-09-09 13:13:00,Visa,Qom,4061342,90
success,2025-09-05 20:33:00,Vsa,Tabriz,4336585,94
success,2025-09-24 19:40:00,MastCard,Tabriz,76964,11
failed,2025-09-29 21:23:00,MasterCard,Tehran,351113,60
success,2025-09-17 08:08:00,,Isfahan,4567337,68
success,2025-09-14 10:48:00,Discover,Tehran,999110,78
succeed,2025-09-21 12:44:00,Discover,Qom,92644,46
success,2025-09-03 07:08:00,Amex,Tehran,2547804,38
FAIL,2025-09-28 04:15:00,Amex,Isfahan,1341696,61
fail,2025-09-01 14:55:00,Discover,Tabriz,451045,17
fail,2025-09-20 10:48:00,Discover,Shiraz,1931064,66
success,2025-09-29 12:12:00,MasterCard,THR,1989878,72
fail,2025-09-21 09:45:00,Discover,Shiraz,1581674,36
success,2025-09-23 12:44:00,MastCard,Qom,100105,74
fail,2025-09-01 09:00:00,Amex,Shiraz,4870552,7
FAIL,2025-09-03 12:34:00,MasterCard,Tehran,2555805,16
fail,2025-09-18 12:12:00,MasterCard,Tehran,106070,14
success,2025-09-25 11:11:00,Discover,Tehran,4613750,80
fail,2025-09-10 19:51:00,Discover,Tehran,3914014,25
success,2025-09-22 12:34:00,Visa,Tabriz,1354768,4
fail,2025-09-26 19:29:00,Discover,Mashhad,815003,29
fail,2025-09-03 17:07:00,Discover,Tehran,685094,56
success,2025-09-08 14:00:00,Amex,tehr@n,3402824,6
fail,2025-09-14 14:02:00,Vsa,THR,4864211,1
fail,2025-09-24 19:40:00,MasterCard,Tehran ,790639,39
failed,2025-09-18 19:51:00,Master Card,Tehran,347545,1
fail,2025-09-15 05:56:00,Vsa,THR,3594915,63
success,2025-09-22 02:54:00,visa,Ahvaz,256457,57
fail,2025-09-23 20:20:00,Master-Card,TEHRAN,3117254,67
fail,2025-09-02 04:40:00,Amex,Mashhad,3853466,65
success,2025-09-27 13:13:00,Amex,Ahvaz,3500099,65
fail,2025-09-10 11:11:00,Visa,Tehran,90922,21
failed,2025-09-02 19:40:00,MastCard,Tehran,4587953,30
Success,2025-09-26 08:08:00,Amex,Tehran,1697054,97
fail,2025-09-17 02:37:00,MasterCard,TEHRAN,1766827,33
succeed,2025-09-08 14:11:00,MastCard,Tehran,1930741,48
fail,2025-09-01 17:07:00,MasterCard,Tehran,2012730,22
fail,2025-09-09 07:07:00,MasterCard,tehr@n,2165007,95
fail,2025-09-11 02:20:00,MasterCard,Tehran,225920,54
success,2025-09-22 19:19:00,MastCard,THR,1435821,4
success,2025-09-16 05:23:00,Master-Card,Ahvaz,1259773,88
fail,2025-09-07 23:59:00,Vsa,Tehran,877589,55
failed,2025-09-29 05:56:00,Vsa,Tehran,4172573,44
success,2025-09-10 21:23:00,Visa,Mashhad,4715563,90
fail,2025-09-23 06:06:00,,,4760829,12
success,2025-09-26 02:24:00,Discover,THR,3887570,81
Success,2025-09-03 21:23:00,Master-Card,Tabriz,4173949,79
fail,2025-09-18 02:37:00,Visa,Isfahan,4035839,74
fail,2025-09-25 18:45:00,MasterCard,Isfahan,4694613,100
success,2025-09-24 20:33:00,MastCard,Karaj,2584607,52
success,2025-09-13 13:13:00,Amex,Isfahan,161275,94
success,2025-09-28 02:30:00,MasterCard,Tehran,1188479,76
fail,2025-09-26 12:34:00,MastCard,Karaj,2799466,65
success,2025-09-07 20:33:00,Amex,Mashhad,2422523,65
success,2025-09-25 12:34:00,Discover,Tehran,4206183,10
success,2025-09-04 10:48:00,Amex,Ahvaz,1791612,18
fail,2025-09-13 06:06:00,Visa,Qom,4102761,47
success,2025-09-20 04:40:00,MastCard,Mashhad,1182383,66
fail,2025-09-01 19:51:00,Visa,Shiraz,4273178,49
success,2025-09-08 00:00:00,Amex,Mashhad,1229074,72
Success,2025-09-14 03:27:00,MasterCard,Shiraz,2397244,22
success,2025-09-16 13:13:00,Discover,THR,464530,87
fail,2025-09-14 12:34:00,MasterCard,Shiraz,1679866,26
success,2025-09-12 23:17:00,Amex,Shiraz,987240,91
failed,2025-09-19 22:27:00,VISA,Shiraz,1243402,9
success,2025-09-23 16:40:00,Vsa,Mashhad,943154,21
success,2025-09-15 07:08:00,MastCard,Tehran,583524,96
fail,2025-09-28 14:55:00,MasterCard,Isfahan,3345310,63
success,2025-09-02 18:00:00,Discover,Karaj,420927,6
success,2025-09-02 10:05:00,Visa,Isfahan,4162215,14
succeed,2025-09-23 19:19:00,Discover,Isfahan,1135457,33
success,2025-09-22 18:12:00,Vsa,Ahvaz,2541701,71
success,2025-09-19 19:51:00,Discover,Tehran,920359,24
success,2025-09-25 09:09:00,MasterCard,Karaj,2503832,73
fail,2025-09-26 06:06:00,Discover,Mashhad,4923870,75
failed,2025-09-30 23:59:00,Discover,Isfahan,4946322,88
success,2025-09-29 06:06:00,Visa,Isfahan,1896633,51
succeed,2025-09-22 13:13:00,Amex,Tehran,2743653,2
success,2025-09-26 01:01:00,MasterCard,Isfahan,863585,15
fail,2025-09-26 11:11:00,Amex,Isfahan,3126629,35
success,2025-09-22 21:23:00,Amex,Isfahan,31056,36
fail,2025-09-17 20:33:00,Vsa,Shiraz,4034367,93
fail,2025-09-20 00:00:00,MastCard,Mashhad,1173361,39
fail,2025-09-10 09:00:00,Vsa,Ahvaz,4733569,4
success,2025-09-06 14:02:00,MasterCard,Shiraz,4366305,64
success,2025-09-15 01:01:00,Discover,Tehran,166844,74
fail,2025-09-22 17:17:00,,Tabriz,4545848,6
success,2025-09-11 19:29:00,Visa,Tehran,449476,57
success,2025-09-28 13:10:00,Visa,tehr@n,4742175,30
Success,2025-09-05 18:45:00,MasterCard,THR,3024742,100
success,2025-09-01 23:17:00,Amex,Tehran,3577301,74
success,2025-09-08 02:30:00,Visa,Qom,4116402,97
fail,2025-09-21 22:27:00,MastCard,Tehran ,4582824,67
success,2025-09-28 12:44:00,Amex,Karaj,2396164,91
success,2025-09-12 09:00:00,MasterCard,Mashhad,503066,15
failed,2025-09-12 04:15:00,MasterCard,Tabriz,4361158,17
fail,2025-09-05 12:44:00,MasterCard,Tabriz,158363,92
success,2025-09-07 03:27:00,Visa,Karaj,1377537,18
success,2025-09-04 21:21:00,Visa,Ahvaz,3666893,19
fail,2025-09-06 08:08:00,Discover,Mashhad,2930052,76
success,2025-09-13 05:23:00,MastCard,Tehran,1315947,89
Success,2025-09-20 21:23:00,Amex,tehr@n,3825574,69
success,2025-09-30 05:23:00,MasterCard,karaj,3665498,24
succeed,2025-09-15 19:51:00,Amex,Tehran,1966666,92
fail,2025-09-03 11:11:00,Amex,Tehran,4405754,48
success,2025-09-23 08:08:00,Discover,Qom,3446647,30
success,2025-09-08 08:08:00,Visa,Tabriz,885007,15
success,2025-09-20 04:04:00,Master-Card,Tabriz,1304939,47
FAIL,2025-09-16 14:30:00,Amex,Tehran,4391605,44
fail,2025-09-13 02:37:00,MastCard,tehr@n,162445,99
failed,2025-09-18 07:08:00,MasterCard,karaj,1122534,27
success,2025-09-28 05:56:00,MastCard,Tehran,2504987,84
fail,2025-09-10 19:51:00,Amex,THR,2871349,64
failed,2025-09-30 10:05:00,Visa,Karaj,4531126,41
success,2025-09-19 07:07:00,Master-Card,Tabriz,3715577,97
failed,2025-09-17 04:40:00,Discover,THR,3280508,68
fail,2025-09-24 20:20:00,Visa,Qom,619465,5
failed,2025-09-19 14:00:00,Visa,THR,3186995,53
success,2025-09-28 18:12:00,MastCard,Mashhad,2504009,8
fail,2025-09-26 07:08:00,MastCard,Mashhad,4282957,22
success,2025-09-23 01:01:00,MastCard,Tabriz,1238387,7
fail,2025-09-26 14:55:00,,Isfahan,4507962,22
success,2025-09-05 14:11:00,Discover,Qom,2451485,46
fail,2025-09-26 08:59:00,Amex,tehr@n,4135419,30
fail,2025-09-21 18:00:00,Amex,Qom,2378403,16
fail,2025-09-30 12:12:00,VISA,Tehran,3510811,79
success,2025-09-23 17:07:00,Discover,Tehran,2653296,5
success,2025-09-09 10:05:00,Master Card,THR,1695989,67
success,2025-09-12 23:59:00,Visa,Isfahan,964642,23
fail,2025-09-21 14:02:00,MastCard,Tabriz,2876625,61
success,2025-09-01 17:17:00,Amex,Ahvaz,4749439,74
success,2025-09-26 01:51:00,Vsa,tehr@n,2173288,5
fail,2025-09-26 06:30:00,Visa,Ahvaz,4952491,23
failed,2025-09-01 07:08:00,Visa,Tehran,2985492,79
success,2025-09-15 00:00:00,Visa,Isfahan,226641,82
success,2025-09-02 02:37:00,Amex,Ahvaz,444536,25
fail,2025-09-30 17:17:00,Amex,TEHRAN,3844595,8
fail,2025-09-22 10:05:00,Master-Card,,3802337,96
failed,2025-09-16 23:17:00,MasterCard,Mashhad,1491318,21
failed,2025-09-25 11:11:00,Visa,karaj,1778649,2
fail,2025-09-08 21:10:00,Visa,Tehran,50140,22
fail,2025-09-13 18:12:00,Visa,Tabriz,2318714,72
success,2025-09-21 07:08:00,Vsa,Isfahan,4412686,88
success,2025-09-01 17:07:00,Vsa,Tehran ,3350197,97
failed,2025-09-16 22:27:00,visa,Tehran,3443263,72
fail,2025-09-29 12:12:00,MasterCard,Tabriz,4580313,68
success,2025-09-07 09:45:00,Visa,tehr@n,3069024,64
fail,2025-09-05 12:12:00,Discover,Tabriz,315903,95
fail,2025-09-22 02:20:00,Amex,Tabriz,621695,19
fail,2025-09-29 05:56:00,VISA,Karaj,3341237,88
failed,2025-09-23 19:51:00,Visa,Karaj,1695005,82
success,2025-09-03 23:17:00,Visa,Mashhad,218654,53
failed,2025-09-12 03:27:00,MastCard,tehr@n,3722054,94
fail,2025-09-26 06:06:00,MastCard,Tabriz,3110538,88
fail,2025-09-16 02:24:00,Discover,TEHRAN,2495245,98
fail,2025-09-19 16:40:00,Vsa,Ahvaz,4553338,52
fail,2025-09-05 23:59:00,Visa,Isfahan,477799,47
failed,2025-09-22 23:59:00,,Ahvaz,4702542,82
fail,2025-09-25 16:16:00,Visa,Tehran,1548185,54
fail,2025-09-29 03:27:00,Visa,Tehran,1656782,44
fail,2025-09-14 12:34:00,Discover,tehr@n,4390199,98
fail,2025-09-28 06:30:00,Visa,Tehran,3256273,7
success,2025-09-05 16:16:00,MasterCard,Tehran,2049923,93
success,2025-09-15 02:30:00,MastCard,Isfahan,1072051,1
success,2025-09-17 22:27:00,MasterCard,Tehran,4984715,63
success,2025-09-30 08:08:00,Amex,THR,2778964,99
fail,2025-09-14 04:15:00,Discover,TEHRAN,1763337,39
fail,2025-09-30 23:59:00,Visa,Mashhad,4799582,19
success,2025-09-20 02:30:00,VISA,Isfahan,3213867,31
success,2025-09-05 17:07:00,Vsa,Qom,1471241,77
fail,2025-09-12 09:00:00,Visa,Tabriz,4652700,24
fail,2025-09-16 05:56:00,MasterCard,Tabriz,824197,69
fail,2025-09-26 01:01:00,Amex,Tehran,4175894,88
fail,2025-09-26 09:45:00,Visa,Mashhad,2070374,83
fail,2025-09-16 19:29:00,Amex,Shiraz,1852002,65
fail,2025-09-21 14:11:00,MasterCard,tehr@n,4988494,33
success,2025-09-07 03:27:00,Visa,Karaj,1618426,59
fail,2025-09-04 19:19:00,Visa,Karaj,2453758,33
fail,2025-09-01 14:30:00,MastCard,Tabriz,1186096,32
failed,2025-09-30 19:19:00,Discover,THR,1893367,59
success,2025-09-30 08:08:00,Discover,tehr@n,1952042,93
Success,2025-09-05 12:12:00,MastCard,tehr@n,2395020,41
fail,2025-09-23 03:27:00,MastCard,Tehran,4650764,12
success,2025-09-26 07:08:00,Discover,Qom,1036010,73
fail,2025-09-10 10:48:00,Master-Card,Shiraz,4550296,11
success,2025-09-22 19:19:00,MastCard,Tabriz,3739602,98
fail,2025-09-05 12:12:00,Discover,,4579946,19
fail,2025-09-04 03:27:00,MasterCard,Tabriz,3548756,54
Success,2025-09-02 17:07:00,MastCard,Tabriz,2565409,57
success,2025-09-20 07:07:00,Visa,Mashhad,2432725,42
Success,2025-09-10 02:24:00,MasterCard,Tabriz,1858698,99
fail,2025-09-26 08:59:00,Amex,TEHRAN,2029833,71
fail,2025-09-19 18:00:00,MasterCard,Isfahan,4031223,31
fail,2025-09-26 05:56:00,Amex,Isfahan,4330144,52
success,2025-09-01 05:56:00,Amex,Shiraz,2447179,2
success,2025-09-24 07:08:00,Visa,Tehran,3451792,83
Success,2025-09-05 16:16:00,MasterCard,Ahvaz,3725867,38
fail,2025-09-13 18:12:00,MasterCard,Ahvaz,2357645,32
success,2025-09-04 12:12:00,Vsa,Mashhad,1828727,10
fail,2025-09-16 14:11:00,Amex,tehr@n,291383,8
fail,2025-09-24 15:45:00,MasterCard,Qom,4564135,91
success,2025-09-16 09:45:00,VISA,Karaj,1357797,95
success,2025-09-23 21:10:00,Visa,TEHRAN,2961517,75
fail,2025-09-02 12:44:00,Visa,Shiraz,2734293,20
fail,2025-09-17 05:23:00,Discover,Isfahan,4885719,20
success,2025-09-28 02:24:00,Visa,Tehran,4725814,9
success,2025-09-27 02:24:00,Amex,Karaj,1399551,72
fail,2025-09-20 18:00:00,Visa,Tehran ,322776,15
fail,2025-09-24 14:55:00,Visa,Mashhad,459543,99
fail,2025-09-12 10:48:00,Discover,Isfahan,1288519,89
FAIL,2025-09-18 10:48:00,MastCard,Mashhad,3440441,98
Success,2025-09-03 02:37:00,Master-Card,Karaj,4297683,63
success,2025-09-28 23:59:00,Vsa,Tehran,2042128,92
succeed,2025-09-01 08:08:00,Visa,THR,1270532,21
success,2025-09-01 13:13:00,Amex,THR,1533520,5
fail,2025-09-29 03:27:00,Visa,Qom,2174207,35
fail,2025-09-19 20:33:00,Discover,Tehran,305499,85
Success,2025-09-11 11:11:00,Vsa,Shiraz,1203200,68
success,2025-09-05 17:07:00,MasterCard,Tehran,1603882,48
failed,2025-09-12 11:11:00,Visa,Mashhad,4245610,80
failed,2025-09-03 13:13:00,MasterCard,Tehran,1946644,96
success,2025-09-01 03:00:00,Visa,Qom,4224247,91
fail,2025-09-01 11:11:00,Discover,Tabriz,3828242,62
fail,2025-09-08 02:37:00,MasterCard,karaj,195966,35
fail,2025-09-10 23:17:00,Discover,Ahvaz,326644,70
fail,2025-09-11 17:07:00,,,4587774,98
success,2025-09-12 04:15:00,Amex,Tabriz,4826182,21
fail,2025-09-29 20:20:00,Vsa,Tehran,1544434,80
fail,2025-09-13 16:16:00,MastCard,Isfahan,3089218,39
success,2025-09-12 17:17:00,Amex,Tehran,3682121,34
fail,2025-09-14 06:06:00,MasterCard,Tehran,4485228,15
success,2025-09-02 02:37:00,Visa,Qom,2463822,6
success,2025-09-29 19:51:00,Amex,Qom,2896753,66
success,2025-09-19 06:30:00,Discover,Tehran,3068175,89
Success,2025-09-18 01:01:00,Visa,Isfahan,90198,56
fail,2025-09-03 18:00:00,MasterCard,Mashhad,1024453,49
fail,2025-09-23 07:08:00,MastCard,Tabriz,4155617,93
failed,2025-09-17 14:11:00,VISA,THR,90924,1
success,2025-09-26 13:13:00,Discover,Tehran,4952392,65
success,2025-09-08 06:30:00,MasterCard,Tabriz,2742741,28
fail,2025-09-29 21:23:00,Master-Card,Tehran,2378807,20
failed,2025-09-26 23:17:00,Discover,Tehran,1874999,48
Success,2025-09-10 05:23:00,Visa,THR,4055682,72
success,2025-09-26 10:48:00,Discover,Tabriz,1016234,65
fail,2025-09-30 01:01:00,Master-Card,Karaj,4678333,91
failed,2025-09-02 18:00:00,Visa,Isfahan,3284285,51
failed,2025-09-19 19:29:00,Discover,Shiraz,691997,43
success,2025-09-09 08:08:00,MasterCard,TEHRAN,2717874,49
fail,2025-09-07 07:32:00,Vsa,karaj,766925,25
failed,2025-09-04 06:30:00,,Tehran,3010310,74
fail,2025-09-26 19:29:00,MasterCard,karaj,3737149,76
fail,2025-09-21 00:00:00,,Mashhad,2751504,41
success,2025-09-18 18:00:00,Visa,Isfahan,1867248,71
fail,2025-09-13 02:54:00,Visa,Shiraz,1327279,64
success,2025-09-11 22:27:00,Master Card,tehr@n,108133,61
success,2025-09-29 09:45:00,MasterCard,Tehran,2999464,12
fail,2025-09-24 14:02:00,Visa,Ahvaz,4269623,81
success,2025-09-04 19:19:00,MasterCard,Tabriz,1223177,69
Success,2025-09-25 13:10:00,Vsa,Isfahan,1982111,14
fail,2025-09-21 14:30:00,Vsa,THR,4372554,34
success,2025-09-29 08:08:00,Master-Card,Qom,4910830,48
fail,2025-09-25 12:34:00,Amex,Tehran,2236472,61
success,2025-09-04 09:00:00,Master-Card,Mashhad,3204228,81
fail,2025-09-10 05:56:00,MasterCard,Ahvaz,3809015,35
fail,2025-09-05 09:09:00,Amex,Mashhad,3007420,65
fail,2025-09-09 14:55:00,MastCard,Tehran,1718602,59
succeed,2025-09-24 05:56:00,MasterCard,Mashhad,2712664,36
success,2025-09-03 04:40:00,Visa,TEHRAN,3407206,79
success,2025-09-17 14:55:00,Discover,Shiraz,2715842,19
fail,2025-09-03 02:30:00,Amex,Karaj,192905,42
success,2025-09-16 08:59:00,Visa,Ahvaz,1687611,69
fail,2025-09-04 10:48:00,Visa,Tehran,2113808,19
fail,2025-09-18 14:02:00,Discover,Qom,886637,39
success,2025-09-17 16:16:00,Visa,Isfahan,3997710,69
fail,2025-09-07 05:23:00,MastCard,Tehran,2680530,52
fail,2025-09-24 13:13:00,Discover,Tabriz,145209,12
success,2025-09-23 11:11:00,Visa,Ahvaz,1669976,83
failed,2025-09-30 04:04:00,MastCard,Tehran,4116517,47
fail,2025-09-05 18:12:00,Vsa,Tabriz,1533991,76
fail,2025-09-12 10:48:00,Visa,Tabriz,4534724,36
fail,2025-09-17 06:30:00,Discover,Tehran,4247058,63
FAIL,2025-09-23 14:30:00,Master Card,Mashhad,751384,76
failed,2025-09-13 00:00:00,Discover,Ahvaz,1066475,82
success,2025-09-23 18:00:00,,Tehran,2627928,51
Success,2025-09-25 00:00:00,Discover,Tehran,2157179,43
success,2025-09-03 02:37:00,Visa,Karaj,3018291,34
succeed,2025-09-09 10:05:00,Visa,Qom,2020865,98
fail,2025-09-30 12:12:00,Visa,Karaj,2944559,49
fail,2025-09-17 03:00:00,Master-Card,Tabriz,416835,18
success,2025-09-17 11:11:00,visa,Ahvaz,3577151,61
fail,2025-09-30 02:37:00,Master Card,Mashhad,4699279,57
success,2025-09-20 02:37:00,Master-Card,Shiraz,3913349,94
fail,2025-09-16 02:24:00,Vsa,Tehran,1504257,5
success,2025-09-25 16:40:00,Amex,Tabriz,3358873,90
fail,2025-09-22 16:40:00,Vsa,Ahvaz,3274693,24
fail,2025-09-13 21:21:00,Visa,Tabriz,114515,94
Success,2025-09-27 21:10:00,Discover,Tehran,1474832,64
failed,2025-09-19 19:40:00,Amex,Qom,1918038,59
FAIL,2025-09-17 22:27:00,Master-Card,Qom,53507,38
success,2025-09-04 18:45:00,Amex,Shiraz,3857135,33
success,2025-09-12 13:13:00,Vsa,Shiraz,2429438,10
success,2025-09-29 21:23:00,MasterCard,Mashhad,717739,37
fail,2025-09-09 21:21:00,MastCard,Mashhad,1006191,98
fail,2025-09-19 18:12:00,visa,TEHRAN,4200217,88
fail,2025-09-12 14:11:00,Visa,Mashhad,1502381,11
failed,2025-09-09 02:24:00,,Shiraz,186327,24
fail,2025-09-07 18:12:00,MasterCard,Tabriz,1527951,89
Success,2025-09-28 03:27:00,Amex,THR,2868465,71
success,2025-09-14 16:40:00,Master-Card,Tehran,3728353,21
success,2025-09-20 09:00:00,MasterCard,Qom,2079668,20
fail,2025-09-19 14:11:00,MasterCard,Isfahan,1023985,10
fail,2025-09-26 05:23:00,MasterCard,Qom,1645083,90
Success,2025-09-15 06:30:00,Visa,Isfahan,4860189,47
fail,2025-09-16 03:27:00,MasterCard,Karaj,4957852,47
fail,2025-09-21 06:06:00,Discover,Tehran,4107135,15
fail,2025-09-05 09:09:00,,Isfahan,4477425,44
fail,2025-09-03 17:07:00,Visa,karaj,1583197,62
fail,2025-09-12 02:37:00,MasterCard,Tabriz,97547,6
success,2025-09-25 06:30:00,Master Card,Tehran,81544,66
success,2025-09-20 02:30:00,Master-Card,Mashhad,2113091,76
success,2025-09-27 20:33:00,MastCard,Tehran ,1762365,4
fail,2025-09-21 00:00:00,Amex,Tehran,4141502,23
failed,2025-09-04 04:15:00,Discover,Tehran,2075752,13
success,2025-09-21 01:01:00,Discover,Qom,551125,81
fail,2025-09-23 23:17:00,Visa,Tabriz,2251698,31
fail,2025-09-16 19:29:00,Vsa,Isfahan,1807843,16
fail,2025-09-25 14:30:00,Discover,karaj,3473956,41
failed,2025-09-07 19:19:00,MastCard,Tehran,4569212,91
success,2025-09-13 02:20:00,Discover,Karaj,3429085,93
failed,2025-09-21 01:51:00,MasterCard,Mashhad,3522172,1
fail,2025-09-10 22:27:00,Amex,TEHRAN,2089029,12
success,2025-09-26 10:05:00,Vsa,Tehran ,3528310,56
fail,2025-09-07 18:12:00,Visa,Mashhad,4917402,50
fail,2025-09-14 08:08:00,MasterCard,Qom,2923486,20
success,2025-09-26 08:59:00,Visa,Karaj,2098268,66
fail,2025-09-05 17:07:00,Visa,Tabriz,3456587,36
success,2025-09-03 09:45:00,Amex,Tabriz,1613892,79
success,2025-09-23 08:59:00,Visa,Tehran ,960114,38
failed,2025-09-29 09:09:00,Visa,Isfahan,3032993,22
fail,2025-09-11 07:32:00,Master-Card,Tehran,1964604,61
failed,2025-09-11 04:40:00,MasterCard,karaj,4828729,50
succeed,2025-09-18 13:13:00,Visa,Qom,1457341,97
Success,2025-09-15 07:32:00,Visa,Tehran,1470405,59
success,2025-09-12 23:59:00,Visa,Tehran,3550978,20
failed,2025-09-09 07:08:00,MasterCard,Tabriz,2955904,36
success,2025-09-10 19:51:00,MastCard,TEHRAN,4779312,98
fail,2025-09-26 05:56:00,Amex,tehr@n,4576709,15
success,2025-09-12 19:40:00,Visa,Tabriz,579745,62
success,2025-09-17 13:10:00,Amex,karaj,2561203,3
succeed,2025-09-29 21:21:00,MasterCard,Isfahan,87401,94
success,2025-09-06 19:19:00,MasterCard,Shiraz,2798292,92
fail,2025-09-07 14:00:00,Vsa,Isfahan,777159,5
success,2025-09-14 17:17:00,Discover,Mashhad,385354,56
FAIL,2025-09-13 07:08:00,Visa,Tabriz,3539782,31
fail,2025-09-08 16:40:00,Master-Card,Tehran,4128909,87
fail,2025-09-10 11:11:00,Visa,Tehran,1054972,35
success,2025-09-09 08:08:00,Discover,Tabriz,2703176,71
fail,2025-09-18 19:40:00,MastCard,Tehran ,288845,70
fail,2025-09-27 16:16:00,MastCard,Tehran ,2840251,26
fail,2025-09-26 14:00:00,Vsa,karaj,3969638,1
failed,2025-09-02 23:17:00,Visa,Tabriz,3000211,83
fail,2025-09-05 13:13:00,Discover,Isfahan,338821,7
success,2025-09-29 14:30:00,Visa,Isfahan,2380451,36
success,2025-09-05 03:00:00,MasterCard,Isfahan,3760407,76
Success,2025-09-06 11:11:00,Discover,Tehran,2173685,84
succeed,2025-09-19 14:30:00,MastCard,Mashhad,1327817,88
success,2025-09-08 03:27:00,Visa,Tehran,1657910,25
Success,2025-09-16 01:51:00,Visa,Ahvaz,4742183,95
fail,2025-09-13 19:29:00,MasterCard,Karaj,1716841,59
success,2025-09-01 11:11:00,Master Card,Isfahan,154937,61
success,2025-09-22 12:12:00,Master-Card,Shiraz,2513146,29
fail,2025-09-20 14:00:00,visa,Tabriz,2137854,96
success,2025-09-17 02:20:00,MasterCard,Tabriz,2531709,18
fail,2025-09-07 17:07:00,Visa,Tabriz,312386,41
failed,2025-09-25 06:30:00,Discover,Ahvaz,952557,19
fail,2025-09-13 16:40:00,MastCard,Tabriz,4960383,4
success,2025-09-04 02:24:00,Visa,Qom,4158410,65
fail,2025-09-04 11:11:00,Discover,Tehran,4249587,41
fail,2025-09-06 14:02:00,Visa,Tabriz,4295282,15
succeed,2025-09-28 13:13:00,MasterCard,Tabriz,586709,54
success,2025-09-19 03:27:00,Visa,Shiraz,2908574,64
FAIL,2025-09-29 12:34:00,Visa,Mashhad,479107,72
fail,2025-09-12 19:29:00,MasterCard,Karaj,444986,15
fail,2025-09-22 23:59:00,Discover,Tabriz,2928917,79
success,2025-09-07 03:27:00,MasterCard,Tehran,43957,50
success,2025-09-27 19:19:00,MastCard,Karaj,3117227,22
fail,2025-09-10 09:45:00,Visa,Tehran,2435727,18
success,2025-09-26 07:08:00,Vsa,Tabriz,2115328,80
fail,2025-09-19 13:10:00,Visa,Tabriz,2124187,2
fail,2025-09-07 14:55:00,MasterCard,Karaj,2412940,36
fail,2025-09-30 05:56:00,Amex,Shiraz,1321109,20
success,2025-09-03 14:11:00,Master Card,Tehran,52338,16
success,2025-09-13 12:12:00,Amex,Qom,1789005,67
success,2025-09-13 03:27:00,Visa,Karaj,830933,30
success,2025-09-18 12:34:00,MasterCard,Isfahan,3666494,55
fail,2025-09-28 03:27:00,MasterCard,Tabriz,1527056,66
Success,2025-09-30 02:37:00,MasterCard,Karaj,55025,100
Success,2025-09-26 18:12:00,Visa,Shiraz,2509875,26
success,2025-09-20 10:48:00,MasterCard,Tehran,4880466,57
fail,2025-09-28 02:54:00,Visa,Shiraz,3731278,69
success,2025-09-08 03:27:00,MastCard,Mashhad,1611156,2
success,2025-09-29 03:27:00,Amex,Ahvaz,1391613,56
succeed,2025-09-09 11:11:00,Visa,Tehran,1620986,84
succeed,2025-09-07 14:30:00,Master-Card,Tabriz,4141891,62
failed,2025-09-01 13:10:00,Amex,Qom,567663,34
fail,2025-09-03 07:07:00,Discover,Mashhad,1829227,99
Success,2025-09-13 10:05:00,Visa,Isfahan,1003803,56
success,2025-09-28 02:37:00,Amex,Karaj,3474095,55
failed,2025-09-30 21:23:00,Discover,Qom,4921592,20
success,2025-09-25 07:07:00,Master-Card,Karaj,3608846,50
fail,2025-09-28 19:19:00,Visa,Tehran,2812979,25
success,2025-09-17 09:00:00,Visa,Karaj,1971742,84
fail,2025-09-25 02:37:00,Master Card,Mashhad,3657625,25
fail,2025-09-24 21:10:00,VISA,Tehran,3103941,53
failed,2025-09-01 10:05:00,Visa,Tabriz,3852923,14
fail,2025-09-06 02:30:00,MastCard,Tehran,868944,60
fail,2025-09-21 14:11:00,Visa,Mashhad,2052156,43
fail,2025-09-06 08:59:00,MastCard,Tabriz,4210415,62
fail,2025-09-26 17:07:00,Master-Card,ThRan,3721398,76
succeed,2025-09-12 19:19:00,Visa,THR,1110025,69
fail,2025-09-13 04:40:00,Discover,karaj,1442241,63
